station,hour,avg_dropoff_count
"Bunhill Row, Moorgate",5,1.05
"Bunhill Row, Moorgate",6,3.9008620689655173
"Bunhill Row, Moorgate",7,6.160919540229885
"Bunhill Row, Moorgate",8,11.215547703180212
"Bunhill Row, Moorgate",9,5.5864406779661016
"Bunhill Row, Moorgate",10,2.8181818181818183
"Bunhill Row, Moorgate",11,2.618705035971223
"Bunhill Row, Moorgate",12,2.9721254355400695
"Bunhill Row, Moorgate",13,2.6151202749140894
"Bunhill Row, Moorgate",14,2.375
"Bunhill Row, Moorgate",15,2.3776978417266186
"Bunhill Row, Moorgate",16,2.528368794326241
"Bunhill Row, Moorgate",17,4.023648648648648
"Bunhill Row, Moorgate",18,3.7162162162162162
"Bunhill Row, Moorgate",19,2.4365671641791047
"Bunhill Row, Moorgate",20,1.8840579710144927
"Bunhill Row, Moorgate",21,1.5895522388059702
"Bunhill Row, Moorgate",22,1.432
"Bunhill Row, Moorgate",23,1.2456140350877194
"Burdett Road, Mile End",0,1.4268292682926829
"Burdett Road, Mile End",1,1.625
"Burdett Road, Mile End",2,1.2033898305084745
"Burdett Road, Mile End",3,1.2
"Burdett Road, Mile End",4,1.0769230769230769
"Burdett Road, Mile End",5,1.125
"Burdett Road, Mile End",6,1.0727272727272728
"Burdett Road, Mile End",7,1.3454545454545455
"Burdett Road, Mile End",8,1.8102564102564103
"Burdett Road, Mile End",9,1.6
"Burdett Road, Mile End",10,1.639344262295082
"Burdett Road, Mile End",11,1.9045226130653266
"Burdett Road, Mile End",12,2.054054054054054
"Burdett Road, Mile End",13,2.26431718061674
"Burdett Road, Mile End",14,2.232456140350877
"Burdett Road, Mile End",15,2.5078125
"Burdett Road, Mile End",16,2.8140495867768593
"Burdett Road, Mile End",17,3.4636015325670497
"Burdett Road, Mile End",18,3.599236641221374
"Burdett Road, Mile End",19,3.122529644268775
"Burdett Road, Mile End",20,2.6182572614107884
"Burdett Road, Mile End",21,2.272727272727273
"Burdett Road, Mile End",22,1.874251497005988
"Burdett Road, Mile End",23,1.6486486486486487
"Burgess Park Albany Road, Walworth",0,1.475
"Burgess Park Albany Road, Walworth",1,1.3898305084745763
"Burgess Park Albany Road, Walworth",2,1.280701754385965
"Burgess Park Albany Road, Walworth",3,1.2903225806451613
"Burgess Park Albany Road, Walworth",4,1.1951219512195121
"Burgess Park Albany Road, Walworth",5,1.0793650793650793
"Burgess Park Albany Road, Walworth",6,1.0845070422535212
"Burgess Park Albany Road, Walworth",7,1.4676258992805755
"Burgess Park Albany Road, Walworth",8,2.172093023255814
"Burgess Park Albany Road, Walworth",9,1.8865546218487395
"Burgess Park Albany Road, Walworth",10,1.7821782178217822
"Burgess Park Albany Road, Walworth",11,1.9681818181818183
"Burgess Park Albany Road, Walworth",12,2.3
"Burgess Park Albany Road, Walworth",13,2.3952569169960474
"Burgess Park Albany Road, Walworth",14,2.7104247104247103
"Burgess Park Albany Road, Walworth",15,2.645985401459854
"Burgess Park Albany Road, Walworth",16,3.3444816053511706
"Burgess Park Albany Road, Walworth",17,4.6770186335403725
"Burgess Park Albany Road, Walworth",18,4.721003134796239
"Burgess Park Albany Road, Walworth",19,3.653198653198653
"Burgess Park Albany Road, Walworth",20,2.8785714285714286
"Burgess Park Albany Road, Walworth",21,2.297872340425532
"Burgess Park Albany Road, Walworth",22,2.1210762331838566
"Burgess Park Albany Road, Walworth",23,1.6338028169014085
"Bury Place, Holborn",0,1.2352941176470589
"Bury Place, Holborn",1,1.0714285714285714
"Bury Place, Holborn",2,1.125
"Bury Place, Holborn",3,1.1428571428571428
"Bury Place, Holborn",4,2.0
"Bury Place, Holborn",5,1.1428571428571428
"Bury Place, Holborn",6,1.1142857142857143
"Bury Place, Holborn",7,1.7228915662650603
"Bury Place, Holborn",8,5.42
"Bury Place, Holborn",9,5.24505928853755
"Bury Place, Holborn",10,2.348936170212766
"Bury Place, Holborn",11,2.061611374407583
"Bury Place, Holborn",12,2.018018018018018
"Bury Place, Holborn",13,2.1902834008097165
"Bury Place, Holborn",14,2.1085972850678734
"Bury Place, Holborn",15,2.0331753554502368
"Bury Place, Holborn",16,1.9908256880733946
"Bury Place, Holborn",17,2.0296610169491527
"Bury Place, Holborn",18,2.126086956521739
"Bury Place, Holborn",19,1.64
"Bury Place, Holborn",20,1.4666666666666666
"Bury Place, Holborn",21,1.4833333333333334
"Bury Place, Holborn",22,1.425
"Bury Place, Holborn",23,1.375
"Butler Place, Westminster",0,1.263157894736842
"Butler Place, Westminster",1,1.3571428571428572
"Butler Place, Westminster",2,1.125
"Butler Place, Westminster",3,1.0
"Butler Place, Westminster",4,1.0
"Butler Place, Westminster",5,1.075
"Butler Place, Westminster",6,1.2881355932203389
"Butler Place, Westminster",7,2.536231884057971
"Butler Place, Westminster",8,8.0
"Butler Place, Westminster",9,3.918918918918919
"Butler Place, Westminster",10,2.2977777777777777
"Butler Place, Westminster",11,1.8601036269430051
"Butler Place, Westminster",12,2.0452261306532664
"Butler Place, Westminster",13,2.0092165898617513
"Butler Place, Westminster",14,1.7043010752688172
"Butler Place, Westminster",15,1.772972972972973
"Butler Place, Westminster",16,1.8214285714285714
"Butler Place, Westminster",17,2.118181818181818
"Butler Place, Westminster",18,1.8317307692307692
"Butler Place, Westminster",19,1.7821782178217822
"Butler Place, Westminster",20,1.4565217391304348
"Butler Place, Westminster",21,1.2808988764044944
"Butler Place, Westminster",22,1.25
"Butler Place, Westminster",23,1.3428571428571427
"Buxton Street 1, Shoreditch",0,1.2037037037037037
"Buxton Street 1, Shoreditch",1,1.2040816326530612
"Buxton Street 1, Shoreditch",2,1.0909090909090908
"Buxton Street 1, Shoreditch",3,1.3478260869565217
"Buxton Street 1, Shoreditch",4,1.2857142857142858
"Buxton Street 1, Shoreditch",5,1.1
"Buxton Street 1, Shoreditch",6,1.1
"Buxton Street 1, Shoreditch",7,1.0
"Buxton Street 1, Shoreditch",8,1.3776223776223777
"Buxton Street 1, Shoreditch",9,1.4233128834355828
"Buxton Street 1, Shoreditch",10,1.3333333333333333
"Buxton Street 1, Shoreditch",11,1.5238095238095237
"Buxton Street 1, Shoreditch",12,1.782258064516129
"Buxton Street 1, Shoreditch",13,1.8970588235294117
"Buxton Street 1, Shoreditch",14,1.7835820895522387
"Buxton Street 1, Shoreditch",15,1.7769230769230768
"Buxton Street 1, Shoreditch",16,1.6390532544378698
"Buxton Street 1, Shoreditch",17,1.815450643776824
"Buxton Street 1, Shoreditch",18,1.9805825242718447
"Buxton Street 1, Shoreditch",19,1.6306818181818181
"Buxton Street 1, Shoreditch",20,1.7179487179487178
"Buxton Street 1, Shoreditch",21,1.552
"Buxton Street 1, Shoreditch",22,1.3194444444444444
"Buxton Street 1, Shoreditch",23,1.3544303797468353
"Cadogan Close, Victoria Park",0,1.2203389830508475
"Cadogan Close, Victoria Park",1,1.2
"Cadogan Close, Victoria Park",2,1.2592592592592593
"Cadogan Close, Victoria Park",3,1.3571428571428572
"Cadogan Close, Victoria Park",4,1.6
"Cadogan Close, Victoria Park",5,1.0434782608695652
"Cadogan Close, Victoria Park",6,1.1470588235294117
"Cadogan Close, Victoria Park",7,1.2933333333333332
"Cadogan Close, Victoria Park",8,2.228215767634855
"Cadogan Close, Victoria Park",9,1.7762557077625571
"Cadogan Close, Victoria Park",10,1.8070175438596492
"Cadogan Close, Victoria Park",11,1.912280701754386
"Cadogan Close, Victoria Park",12,2.2642487046632125
"Cadogan Close, Victoria Park",13,2.44
"Cadogan Close, Victoria Park",14,2.620320855614973
"Cadogan Close, Victoria Park",15,2.4292929292929295
"Cadogan Close, Victoria Park",16,2.481132075471698
"Cadogan Close, Victoria Park",17,2.8551236749116606
"Cadogan Close, Victoria Park",18,3.2083333333333335
"Cadogan Close, Victoria Park",19,2.8983739837398375
"Cadogan Close, Victoria Park",20,2.0
"Cadogan Close, Victoria Park",21,1.7037037037037037
"Cadogan Close, Victoria Park",22,1.505050505050505
"Cadogan Close, Victoria Park",23,1.4880952380952381
"Cadogan Gardens, Chelsea",0,1.0833333333333333
"Cadogan Gardens, Chelsea",1,1.1875
"Cadogan Gardens, Chelsea",2,1.2666666666666666
"Cadogan Gardens, Chelsea",3,1.05
"Cadogan Gardens, Chelsea",4,1.0
"Cadogan Gardens, Chelsea",5,1.0
"Cadogan Gardens, Chelsea",6,1.3518518518518519
"Cadogan Gardens, Chelsea",7,3.933054393305439
"Cadogan Gardens, Chelsea",8,4.223484848484849
"Cadogan Gardens, Chelsea",9,3.855305466237942
"Cadogan Gardens, Chelsea",10,2.716417910447761
"Cadogan Gardens, Chelsea",11,2.6860068259385668
"Cadogan Gardens, Chelsea",12,3.164473684210526
"Cadogan Gardens, Chelsea",13,3.1103678929765888
"Cadogan Gardens, Chelsea",14,3.2804054054054053
"Cadogan Gardens, Chelsea",15,3.228013029315961
"Cadogan Gardens, Chelsea",16,3.436893203883495
"Cadogan Gardens, Chelsea",17,3.2193548387096773
"Cadogan Gardens, Chelsea",18,3.3508196721311476
"Cadogan Gardens, Chelsea",19,2.2041666666666666
"Cadogan Gardens, Chelsea",20,1.625
"Cadogan Gardens, Chelsea",21,1.2625698324022345
"Cadogan Gardens, Chelsea",22,1.2698412698412698
"Cadogan Gardens, Chelsea",23,1.1777777777777778
"Cadogan Place, Knightsbridge",0,1.0909090909090908
"Cadogan Place, Knightsbridge",1,1.2
"Cadogan Place, Knightsbridge",2,1.0
"Cadogan Place, Knightsbridge",5,1.0
"Cadogan Place, Knightsbridge",6,1.7380952380952381
"Cadogan Place, Knightsbridge",7,2.2369477911646585
"Cadogan Place, Knightsbridge",8,3.475609756097561
"Cadogan Place, Knightsbridge",9,2.583673469387755
"Cadogan Place, Knightsbridge",10,2.1701244813278007
"Cadogan Place, Knightsbridge",11,2.1913043478260867
"Cadogan Place, Knightsbridge",12,2.290909090909091
"Cadogan Place, Knightsbridge",13,2.152542372881356
"Cadogan Place, Knightsbridge",14,2.287878787878788
"Cadogan Place, Knightsbridge",15,2.1889400921658986
"Cadogan Place, Knightsbridge",16,2.216535433070866
"Cadogan Place, Knightsbridge",17,2.004854368932039
"Cadogan Place, Knightsbridge",18,1.9723502304147464
"Cadogan Place, Knightsbridge",19,1.681159420289855
"Cadogan Place, Knightsbridge",20,1.275
"Cadogan Place, Knightsbridge",21,1.3770491803278688
"Cadogan Place, Knightsbridge",22,1.2571428571428571
"Cadogan Place, Knightsbridge",23,1.25
"Caldwell Street, Stockwell",0,1.5245901639344261
"Caldwell Street, Stockwell",1,1.2361111111111112
"Caldwell Street, Stockwell",2,1.4107142857142858
"Caldwell Street, Stockwell",3,1.5161290322580645
"Caldwell Street, Stockwell",4,1.5
"Caldwell Street, Stockwell",5,1.0454545454545454
"Caldwell Street, Stockwell",6,1.1379310344827587
"Caldwell Street, Stockwell",7,1.1176470588235294
"Caldwell Street, Stockwell",8,1.2955974842767295
"Caldwell Street, Stockwell",9,1.569377990430622
"Caldwell Street, Stockwell",10,1.4051724137931034
"Caldwell Street, Stockwell",11,1.489795918367347
"Caldwell Street, Stockwell",12,1.5315789473684212
"Caldwell Street, Stockwell",13,1.7828054298642535
"Caldwell Street, Stockwell",14,1.8591549295774648
"Caldwell Street, Stockwell",15,1.8716814159292035
"Caldwell Street, Stockwell",16,2.0223048327137545
"Caldwell Street, Stockwell",17,3.3181818181818183
"Caldwell Street, Stockwell",18,5.287539936102236
"Caldwell Street, Stockwell",19,3.506802721088435
"Caldwell Street, Stockwell",20,2.6531365313653135
"Caldwell Street, Stockwell",21,2.3595041322314048
"Caldwell Street, Stockwell",22,2.2745901639344264
"Caldwell Street, Stockwell",23,1.9720670391061452
"Calshot Street , King's Cross",0,1.2203389830508475
"Calshot Street , King's Cross",1,1.186046511627907
"Calshot Street , King's Cross",2,1.2666666666666666
"Calshot Street , King's Cross",3,1.1538461538461537
"Calshot Street , King's Cross",4,1.0
"Calshot Street , King's Cross",5,1.0
"Calshot Street , King's Cross",6,1.0
"Calshot Street , King's Cross",7,1.131578947368421
"Calshot Street , King's Cross",8,1.4970059880239521
"Calshot Street , King's Cross",9,1.3885350318471337
"Calshot Street , King's Cross",10,1.1685393258426966
"Calshot Street , King's Cross",11,1.197674418604651
"Calshot Street , King's Cross",12,1.256
"Calshot Street , King's Cross",13,1.3333333333333333
"Calshot Street , King's Cross",14,1.5175438596491229
"Calshot Street , King's Cross",15,1.3695652173913044
"Calshot Street , King's Cross",16,1.5172413793103448
"Calshot Street , King's Cross",17,1.7722772277227723
"Calshot Street , King's Cross",18,1.8293838862559242
"Calshot Street , King's Cross",19,1.7156862745098038
"Calshot Street , King's Cross",20,1.4082840236686391
"Calshot Street , King's Cross",21,1.330935251798561
"Calshot Street , King's Cross",22,1.347457627118644
"Calshot Street , King's Cross",23,1.2530120481927711
"Camley Street, Camden Town",0,1.1794871794871795
"Camley Street, Camden Town",1,1.2380952380952381
"Camley Street, Camden Town",2,1.0833333333333333
"Camley Street, Camden Town",3,1.0
"Camley Street, Camden Town",4,1.0
"Camley Street, Camden Town",5,1.0
"Camley Street, Camden Town",6,1.0
"Camley Street, Camden Town",7,1.0
"Camley Street, Camden Town",8,1.1666666666666667
"Camley Street, Camden Town",9,1.3333333333333333
"Camley Street, Camden Town",10,1.3541666666666667
"Camley Street, Camden Town",11,1.3103448275862069
"Camley Street, Camden Town",12,1.3636363636363635
"Camley Street, Camden Town",13,1.206896551724138
"Camley Street, Camden Town",14,1.5
"Camley Street, Camden Town",15,1.5526315789473684
"Camley Street, Camden Town",16,1.761061946902655
"Camley Street, Camden Town",17,2.044776119402985
"Camley Street, Camden Town",18,2.140740740740741
"Camley Street, Camden Town",19,1.8073394495412844
"Camley Street, Camden Town",20,1.5061728395061729
"Camley Street, Camden Town",21,1.5
"Camley Street, Camden Town",22,1.5857142857142856
"Camley Street, Camden Town",23,1.4230769230769231
"Campden Hill Road, Notting Hill",0,1.0833333333333333
"Campden Hill Road, Notting Hill",1,1.0
"Campden Hill Road, Notting Hill",2,1.3333333333333333
"Campden Hill Road, Notting Hill",3,1.0
"Campden Hill Road, Notting Hill",4,1.0
"Campden Hill Road, Notting Hill",5,1.3333333333333333
"Campden Hill Road, Notting Hill",6,1.1041666666666667
"Campden Hill Road, Notting Hill",7,1.4042553191489362
"Campden Hill Road, Notting Hill",8,1.542857142857143
"Campden Hill Road, Notting Hill",9,1.348993288590604
"Campden Hill Road, Notting Hill",10,1.4640522875816993
"Campden Hill Road, Notting Hill",11,1.4715447154471544
"Campden Hill Road, Notting Hill",12,1.503875968992248
"Campden Hill Road, Notting Hill",13,1.4936708860759493
"Campden Hill Road, Notting Hill",14,1.5673758865248226
"Campden Hill Road, Notting Hill",15,1.3834586466165413
"Campden Hill Road, Notting Hill",16,1.5
"Campden Hill Road, Notting Hill",17,1.6613756613756614
"Campden Hill Road, Notting Hill",18,2.0353982300884956
"Campden Hill Road, Notting Hill",19,1.7365853658536585
"Campden Hill Road, Notting Hill",20,1.2769230769230768
"Campden Hill Road, Notting Hill",21,1.2872340425531914
"Campden Hill Road, Notting Hill",22,1.1304347826086956
"Campden Hill Road, Notting Hill",23,1.0769230769230769
"Canada Water Station, Rotherhithe",0,1.657718120805369
"Canada Water Station, Rotherhithe",1,1.5740740740740742
"Canada Water Station, Rotherhithe",2,1.462962962962963
"Canada Water Station, Rotherhithe",3,1.4285714285714286
"Canada Water Station, Rotherhithe",4,1.4
"Canada Water Station, Rotherhithe",5,1.1
"Canada Water Station, Rotherhithe",6,1.1818181818181819
"Canada Water Station, Rotherhithe",7,1.396103896103896
"Canada Water Station, Rotherhithe",8,1.7513227513227514
"Canada Water Station, Rotherhithe",9,1.3812154696132597
"Canada Water Station, Rotherhithe",10,1.6312849162011174
"Canada Water Station, Rotherhithe",11,2.18974358974359
"Canada Water Station, Rotherhithe",12,2.251101321585903
"Canada Water Station, Rotherhithe",13,2.6363636363636362
"Canada Water Station, Rotherhithe",14,2.5238095238095237
"Canada Water Station, Rotherhithe",15,2.692607003891051
"Canada Water Station, Rotherhithe",16,3.295302013422819
"Canada Water Station, Rotherhithe",17,5.170347003154574
"Canada Water Station, Rotherhithe",18,6.710280373831775
"Canada Water Station, Rotherhithe",19,4.249169435215947
"Canada Water Station, Rotherhithe",20,2.8205128205128207
"Canada Water Station, Rotherhithe",21,2.1130434782608694
"Canada Water Station, Rotherhithe",22,2.004854368932039
"Canada Water Station, Rotherhithe",23,2.0253807106598987
"Canton Street, Poplar",0,1.3615384615384616
"Canton Street, Poplar",1,1.2934782608695652
"Canton Street, Poplar",2,1.2962962962962963
"Canton Street, Poplar",3,1.3142857142857143
"Canton Street, Poplar",4,1.0625
"Canton Street, Poplar",5,1.0
"Canton Street, Poplar",6,1.0526315789473684
"Canton Street, Poplar",7,1.1395348837209303
"Canton Street, Poplar",8,1.2291666666666667
"Canton Street, Poplar",9,1.2054794520547945
"Canton Street, Poplar",10,1.2698412698412698
"Canton Street, Poplar",11,1.2183908045977012
"Canton Street, Poplar",12,1.325925925925926
"Canton Street, Poplar",13,1.4866666666666666
"Canton Street, Poplar",14,1.5319148936170213
"Canton Street, Poplar",15,1.5136986301369864
"Canton Street, Poplar",16,1.8670520231213872
"Canton Street, Poplar",17,1.8538812785388128
"Canton Street, Poplar",18,2.196
"Canton Street, Poplar",19,1.923444976076555
"Canton Street, Poplar",20,1.743718592964824
"Canton Street, Poplar",21,1.701219512195122
"Canton Street, Poplar",22,1.5616438356164384
"Canton Street, Poplar",23,1.4402985074626866
"Cantrell Road, Bow",0,1.1521739130434783
"Cantrell Road, Bow",1,1.2340425531914894
"Cantrell Road, Bow",2,1.0714285714285714
"Cantrell Road, Bow",3,1.15
"Cantrell Road, Bow",4,1.0588235294117647
"Cantrell Road, Bow",5,1.0
"Cantrell Road, Bow",6,1.0
"Cantrell Road, Bow",7,1.043010752688172
"Cantrell Road, Bow",8,1.0666666666666667
"Cantrell Road, Bow",9,1.1578947368421053
"Cantrell Road, Bow",10,1.1025641025641026
"Cantrell Road, Bow",11,1.2
"Cantrell Road, Bow",12,1.1818181818181819
"Cantrell Road, Bow",13,1.141304347826087
"Cantrell Road, Bow",14,1.2409638554216869
"Cantrell Road, Bow",15,1.2674418604651163
"Cantrell Road, Bow",16,1.264367816091954
"Cantrell Road, Bow",17,1.3131313131313131
"Cantrell Road, Bow",18,1.5310344827586206
"Cantrell Road, Bow",19,1.5
"Cantrell Road, Bow",20,1.2613636363636365
"Cantrell Road, Bow",21,1.2727272727272727
"Cantrell Road, Bow",22,1.2763157894736843
"Cantrell Road, Bow",23,1.273972602739726
"Carey Street, Holborn",0,1.16
"Carey Street, Holborn",1,1.2307692307692308
"Carey Street, Holborn",2,1.0
"Carey Street, Holborn",3,1.0
"Carey Street, Holborn",6,1.064516129032258
"Carey Street, Holborn",7,2.037037037037037
"Carey Street, Holborn",8,4.330543933054393
"Carey Street, Holborn",9,5.462450592885376
"Carey Street, Holborn",10,2.7025862068965516
"Carey Street, Holborn",11,2.0846560846560847
"Carey Street, Holborn",12,1.835978835978836
"Carey Street, Holborn",13,1.8156682027649769
"Carey Street, Holborn",14,1.763819095477387
"Carey Street, Holborn",15,1.6153846153846154
"Carey Street, Holborn",16,1.5647058823529412
"Carey Street, Holborn",17,1.7175141242937852
"Carey Street, Holborn",18,1.6923076923076923
"Carey Street, Holborn",19,1.429530201342282
"Carey Street, Holborn",20,1.2604166666666667
"Carey Street, Holborn",21,1.1538461538461537
"Carey Street, Holborn",22,1.1967213114754098
"Carey Street, Holborn",23,1.2325581395348837
"Carnegie Street, King's Cross",0,1.1044776119402986
"Carnegie Street, King's Cross",1,1.2
"Carnegie Street, King's Cross",2,1.25
"Carnegie Street, King's Cross",3,1.2
"Carnegie Street, King's Cross",4,1.1428571428571428
"Carnegie Street, King's Cross",5,1.0
"Carnegie Street, King's Cross",6,1.0526315789473684
"Carnegie Street, King's Cross",7,1.1470588235294117
"Carnegie Street, King's Cross",8,1.344632768361582
"Carnegie Street, King's Cross",9,1.2181818181818183
"Carnegie Street, King's Cross",10,1.2268041237113403
"Carnegie Street, King's Cross",11,1.3478260869565217
"Carnegie Street, King's Cross",12,1.424
"Carnegie Street, King's Cross",13,1.4429530201342282
"Carnegie Street, King's Cross",14,1.3951612903225807
"Carnegie Street, King's Cross",15,1.5089820359281436
"Carnegie Street, King's Cross",16,1.5125
"Carnegie Street, King's Cross",17,1.8523809523809525
"Carnegie Street, King's Cross",18,2.1850393700787403
"Carnegie Street, King's Cross",19,1.9289099526066351
"Carnegie Street, King's Cross",20,1.7085714285714286
"Carnegie Street, King's Cross",21,1.5307262569832403
"Carnegie Street, King's Cross",22,1.4825174825174825
"Carnegie Street, King's Cross",23,1.3245614035087718
"Cartwright Gardens , Bloomsbury",0,1.5346534653465347
"Cartwright Gardens , Bloomsbury",1,1.3488372093023255
"Cartwright Gardens , Bloomsbury",2,1.26
"Cartwright Gardens , Bloomsbury",3,1.2972972972972974
"Cartwright Gardens , Bloomsbury",4,1.1428571428571428
"Cartwright Gardens , Bloomsbury",5,1.3666666666666667
"Cartwright Gardens , Bloomsbury",6,1.075
"Cartwright Gardens , Bloomsbury",7,1.3806451612903226
"Cartwright Gardens , Bloomsbury",8,1.9090909090909092
"Cartwright Gardens , Bloomsbury",9,2.189922480620155
"Cartwright Gardens , Bloomsbury",10,1.7867298578199051
"Cartwright Gardens , Bloomsbury",11,1.801762114537445
"Cartwright Gardens , Bloomsbury",12,1.9576271186440677
"Cartwright Gardens , Bloomsbury",13,2.197674418604651
"Cartwright Gardens , Bloomsbury",14,2.236220472440945
"Cartwright Gardens , Bloomsbury",15,2.2992125984251968
"Cartwright Gardens , Bloomsbury",16,2.7567567567567566
"Cartwright Gardens , Bloomsbury",17,2.8152173913043477
"Cartwright Gardens , Bloomsbury",18,3.058181818181818
"Cartwright Gardens , Bloomsbury",19,2.2226415094339624
"Cartwright Gardens , Bloomsbury",20,2.102222222222222
"Cartwright Gardens , Bloomsbury",21,1.8873873873873874
"Cartwright Gardens , Bloomsbury",22,1.9801980198019802
"Cartwright Gardens , Bloomsbury",23,1.5714285714285714
"Castlehaven Road, Camden Town",0,1.303921568627451
"Castlehaven Road, Camden Town",1,1.2571428571428571
"Castlehaven Road, Camden Town",2,1.1515151515151516
"Castlehaven Road, Camden Town",3,1.3076923076923077
"Castlehaven Road, Camden Town",4,1.0769230769230769
"Castlehaven Road, Camden Town",5,1.1428571428571428
"Castlehaven Road, Camden Town",6,1.2307692307692308
"Castlehaven Road, Camden Town",7,1.1568627450980393
"Castlehaven Road, Camden Town",8,1.5593220338983051
"Castlehaven Road, Camden Town",9,1.8433734939759037
"Castlehaven Road, Camden Town",10,2.187192118226601
"Castlehaven Road, Camden Town",11,2.8127659574468087
"Castlehaven Road, Camden Town",12,3.3008849557522124
"Castlehaven Road, Camden Town",13,3.352713178294574
"Castlehaven Road, Camden Town",14,3.557377049180328
"Castlehaven Road, Camden Town",15,3.9288389513108615
"Castlehaven Road, Camden Town",16,3.797979797979798
"Castlehaven Road, Camden Town",17,4.333333333333333
"Castlehaven Road, Camden Town",18,4.467320261437909
"Castlehaven Road, Camden Town",19,3.3411371237458196
"Castlehaven Road, Camden Town",20,2.579136690647482
"Castlehaven Road, Camden Town",21,2.0730593607305936
"Castlehaven Road, Camden Town",22,2.021276595744681
"Castlehaven Road, Camden Town",23,1.413533834586466
"Central House, Aldgate",0,1.5555555555555556
"Central House, Aldgate",1,1.271604938271605
"Central House, Aldgate",2,1.2439024390243902
"Central House, Aldgate",3,1.3636363636363635
"Central House, Aldgate",4,1.2857142857142858
"Central House, Aldgate",5,1.0714285714285714
"Central House, Aldgate",6,1.5285714285714285
"Central House, Aldgate",7,1.2016806722689075
"Central House, Aldgate",8,2.7153846153846155
"Central House, Aldgate",9,3.1315789473684212
"Central House, Aldgate",10,2.2605042016806722
"Central House, Aldgate",11,2.087121212121212
"Central House, Aldgate",12,2.310344827586207
"Central House, Aldgate",13,2.4285714285714284
"Central House, Aldgate",14,2.5498154981549814
"Central House, Aldgate",15,2.446886446886447
"Central House, Aldgate",16,2.72
"Central House, Aldgate",17,3.2323232323232323
"Central House, Aldgate",18,3.8478964401294498
"Central House, Aldgate",19,3.1627118644067798
"Central House, Aldgate",20,2.4375
"Central House, Aldgate",21,2.1578947368421053
"Central House, Aldgate",22,1.9108910891089108
"Central House, Aldgate",23,1.65
"Cephas Street, Bethnal Green",0,1.3630573248407643
"Cephas Street, Bethnal Green",1,1.2465753424657535
"Cephas Street, Bethnal Green",2,1.3529411764705883
"Cephas Street, Bethnal Green",3,1.064516129032258
"Cephas Street, Bethnal Green",4,1.1666666666666667
"Cephas Street, Bethnal Green",5,1.146341463414634
"Cephas Street, Bethnal Green",6,1.2702702702702702
"Cephas Street, Bethnal Green",7,1.202020202020202
"Cephas Street, Bethnal Green",8,1.3471074380165289
"Cephas Street, Bethnal Green",9,1.3776223776223777
"Cephas Street, Bethnal Green",10,1.4271356783919598
"Cephas Street, Bethnal Green",11,1.4860335195530727
"Cephas Street, Bethnal Green",12,1.5681818181818181
"Cephas Street, Bethnal Green",13,1.7393364928909953
"Cephas Street, Bethnal Green",14,1.6567164179104477
"Cephas Street, Bethnal Green",15,1.6585365853658536
"Cephas Street, Bethnal Green",16,2.197841726618705
"Cephas Street, Bethnal Green",17,2.624561403508772
"Cephas Street, Bethnal Green",18,2.7
"Cephas Street, Bethnal Green",19,2.1685823754789273
"Cephas Street, Bethnal Green",20,1.9128440366972477
"Cephas Street, Bethnal Green",21,1.9576271186440677
"Cephas Street, Bethnal Green",22,1.7135922330097086
"Cephas Street, Bethnal Green",23,1.5092592592592593
"Chadwell Street, Angel",0,1.320754716981132
"Chadwell Street, Angel",1,1.2564102564102564
"Chadwell Street, Angel",2,1.2
"Chadwell Street, Angel",3,1.0
"Chadwell Street, Angel",4,1.2222222222222223
"Chadwell Street, Angel",5,1.0909090909090908
"Chadwell Street, Angel",6,1.053763440860215
"Chadwell Street, Angel",7,1.5769230769230769
"Chadwell Street, Angel",8,2.6099290780141846
"Chadwell Street, Angel",9,2.5019762845849804
"Chadwell Street, Angel",10,1.5045871559633028
"Chadwell Street, Angel",11,1.819047619047619
"Chadwell Street, Angel",12,2.0443548387096775
"Chadwell Street, Angel",13,1.929460580912863
"Chadwell Street, Angel",14,2.0346153846153845
"Chadwell Street, Angel",15,2.017777777777778
"Chadwell Street, Angel",16,2.015748031496063
"Chadwell Street, Angel",17,2.942760942760943
"Chadwell Street, Angel",18,4.117241379310345
"Chadwell Street, Angel",19,2.7781818181818183
"Chadwell Street, Angel",20,1.6813725490196079
"Chadwell Street, Angel",21,1.603658536585366
"Chadwell Street, Angel",22,1.5169491525423728
"Chadwell Street, Angel",23,1.3333333333333333
"Chancery Lane, Holborn",0,1.0
"Chancery Lane, Holborn",1,2.5
"Chancery Lane, Holborn",6,1.0
"Chancery Lane, Holborn",7,1.7692307692307692
"Chancery Lane, Holborn",8,3.7419354838709675
"Chancery Lane, Holborn",9,3.8620689655172415
"Chancery Lane, Holborn",10,2.3214285714285716
"Chancery Lane, Holborn",11,2.076923076923077
"Chancery Lane, Holborn",12,2.1
"Chancery Lane, Holborn",13,1.4615384615384615
"Chancery Lane, Holborn",14,1.45
"Chancery Lane, Holborn",15,1.5454545454545454
"Chancery Lane, Holborn",16,1.5
"Chancery Lane, Holborn",17,1.5555555555555556
"Chancery Lane, Holborn",18,1.76
"Chancery Lane, Holborn",19,1.2857142857142858
"Chancery Lane, Holborn",20,1.3076923076923077
"Chancery Lane, Holborn",21,1.4285714285714286
"Chancery Lane, Holborn",22,1.3076923076923077
"Chancery Lane, Holborn",23,1.2857142857142858
"Chapel Place, Marylebone",0,1.1578947368421053
"Chapel Place, Marylebone",1,1.0666666666666667
