station,hour,dropoff_count
"Albert Street, Camden Town",18,1.6666666666666667
"Albert Street, Camden Town",19,1.5
"Albert Street, Camden Town",20,1.6666666666666667
"Albert Street, Camden Town",21,1.5714285714285714
"Albert Street, Camden Town",22,1.3333333333333333
"Albert Street, Camden Town",23,1.3333333333333333
"Alderney Street, Pimlico",0,1.5813953488372092
"Alderney Street, Pimlico",1,1.1428571428571428
"Alderney Street, Pimlico",2,1.3888888888888888
"Alderney Street, Pimlico",3,1.588235294117647
"Alderney Street, Pimlico",4,1.3571428571428572
"Alderney Street, Pimlico",5,1.3333333333333333
"Alderney Street, Pimlico",6,1.2307692307692308
"Alderney Street, Pimlico",7,1.2
"Alderney Street, Pimlico",8,1.394736842105263
"Alderney Street, Pimlico",9,1.8235294117647058
"Alderney Street, Pimlico",10,2.524390243902439
"Alderney Street, Pimlico",11,2.236842105263158
"Alderney Street, Pimlico",12,3.180722891566265
"Alderney Street, Pimlico",13,3.888888888888889
"Alderney Street, Pimlico",14,3.4719101123595504
"Alderney Street, Pimlico",15,2.8846153846153846
"Alderney Street, Pimlico",16,3.337078651685393
"Alderney Street, Pimlico",17,3.4545454545454546
"Alderney Street, Pimlico",18,3.25
"Alderney Street, Pimlico",19,2.9058823529411764
"Alderney Street, Pimlico",20,2.328358208955224
"Alderney Street, Pimlico",21,2.4193548387096775
"Alderney Street, Pimlico",22,2.3392857142857144
"Alderney Street, Pimlico",23,1.8571428571428572
"Aldersgate Street, Barbican",0,1.5333333333333334
"Aldersgate Street, Barbican",1,1.4871794871794872
"Aldersgate Street, Barbican",2,1.2666666666666666
"Aldersgate Street, Barbican",3,1.625
"Aldersgate Street, Barbican",4,1.2
"Aldersgate Street, Barbican",5,1.0
"Aldersgate Street, Barbican",6,1.2
"Aldersgate Street, Barbican",7,1.0769230769230769
"Aldersgate Street, Barbican",8,1.3783783783783783
"Aldersgate Street, Barbican",9,3.238095238095238
"Aldersgate Street, Barbican",10,3.558139534883721
"Aldersgate Street, Barbican",11,2.9047619047619047
"Aldersgate Street, Barbican",12,3.103448275862069
"Aldersgate Street, Barbican",13,3.3488372093023258
"Aldersgate Street, Barbican",14,3.4367816091954024
"Aldersgate Street, Barbican",15,2.7738095238095237
"Aldersgate Street, Barbican",16,2.888888888888889
"Aldersgate Street, Barbican",17,2.84
"Aldersgate Street, Barbican",18,2.5365853658536586
"Aldersgate Street, Barbican",19,2.421875
"Aldersgate Street, Barbican",20,2.0
"Aldersgate Street, Barbican",21,1.7045454545454546
"Aldersgate Street, Barbican",22,1.8771929824561404
"Aldersgate Street, Barbican",23,1.6595744680851063
"Alfreda Street, Battersea Park",0,1.3888888888888888
"Alfreda Street, Battersea Park",1,1.5714285714285714
"Alfreda Street, Battersea Park",2,1.3478260869565217
"Alfreda Street, Battersea Park",3,1.1304347826086956
"Alfreda Street, Battersea Park",4,1.6
"Alfreda Street, Battersea Park",5,1.1666666666666667
"Alfreda Street, Battersea Park",6,1.0
"Alfreda Street, Battersea Park",7,1.0714285714285714
"Alfreda Street, Battersea Park",8,1.1333333333333333
"Alfreda Street, Battersea Park",9,1.5348837209302326
"Alfreda Street, Battersea Park",10,1.7307692307692308
"Alfreda Street, Battersea Park",11,2.014925373134328
"Alfreda Street, Battersea Park",12,2.2467532467532467
"Alfreda Street, Battersea Park",13,2.4714285714285715
"Alfreda Street, Battersea Park",14,2.723684210526316
"Alfreda Street, Battersea Park",15,2.5454545454545454
"Alfreda Street, Battersea Park",16,2.492957746478873
"Alfreda Street, Battersea Park",17,2.338235294117647
"Alfreda Street, Battersea Park",18,2.5454545454545454
"Alfreda Street, Battersea Park",19,2.3636363636363638
"Alfreda Street, Battersea Park",20,1.9807692307692308
"Alfreda Street, Battersea Park",21,1.68
"Alfreda Street, Battersea Park",22,1.6363636363636365
"Alfreda Street, Battersea Park",23,1.4333333333333333
"All Saints Church, Portobello",0,1.4634146341463414
"All Saints Church, Portobello",1,1.21875
"All Saints Church, Portobello",2,1.2
"All Saints Church, Portobello",3,1.0
"All Saints Church, Portobello",4,1.0
"All Saints Church, Portobello",5,1.1428571428571428
"All Saints Church, Portobello",6,1.0909090909090908
"All Saints Church, Portobello",7,1.0869565217391304
"All Saints Church, Portobello",8,1.2954545454545454
"All Saints Church, Portobello",9,2.111111111111111
"All Saints Church, Portobello",10,2.8533333333333335
"All Saints Church, Portobello",11,3.246913580246914
"All Saints Church, Portobello",12,3.9156626506024095
"All Saints Church, Portobello",13,3.7411764705882353
"All Saints Church, Portobello",14,3.3780487804878048
"All Saints Church, Portobello",15,3.271604938271605
"All Saints Church, Portobello",16,3.7
"All Saints Church, Portobello",17,3.1481481481481484
"All Saints Church, Portobello",18,3.1666666666666665
"All Saints Church, Portobello",19,2.779220779220779
"All Saints Church, Portobello",20,2.2033898305084745
"All Saints Church, Portobello",21,2.037037037037037
"All Saints Church, Portobello",22,1.6875
"All Saints Church, Portobello",23,1.4222222222222223
"All Saints' Road, Portobello",0,1.2380952380952381
"All Saints' Road, Portobello",1,1.1428571428571428
"All Saints' Road, Portobello",2,1.0
"All Saints' Road, Portobello",3,1.4
"All Saints' Road, Portobello",4,1.0
"All Saints' Road, Portobello",6,1.0
"All Saints' Road, Portobello",7,1.1
"All Saints' Road, Portobello",8,1.1666666666666667
"All Saints' Road, Portobello",9,1.5208333333333333
"All Saints' Road, Portobello",10,1.697674418604651
"All Saints' Road, Portobello",11,1.8214285714285714
"All Saints' Road, Portobello",12,2.2916666666666665
"All Saints' Road, Portobello",13,2.245614035087719
"All Saints' Road, Portobello",14,2.3684210526315788
