name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London, England, United Kingdom",2024-12-18T03:00:00,11.8,11.8,10.7,92.38,0.2,100,rain,0,0,30.3,15.3,202,1008.7,100,3,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T04:00:00,12.5,12.5,11.4,92.45,0.001,100,rain,0,0,29.1,15.4,211,1007.9,100,4.1,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T05:00:00,12.8,12.8,11.6,92.41,0.199,100,rain,0,0,35.8,19.7,221,1007,100,6.6,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T06:00:00,13.8,13.8,11.1,83.27,0,0,,0,0,30.6,19.2,224,1006.4,100,6,0,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T07:00:00,13.6,13.6,11.5,87.16,0.001,100,rain,0,0,34.7,19.7,221,1005.9,96.5,5.8,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T08:00:00,13.6,13.6,11.3,86,0.001,100,rain,0,0,31.7,19.8,224,1006.2,100,4.8,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T09:00:00,14.6,14.6,11,78.96,0,0,,0,0,35.7,21.3,230,1006,97.5,6.2,25,0.1,0,,Overcast,cloudy,"EGWU,EGLL,D5621,EGLC"
"London, England, United Kingdom",2024-12-18T10:00:00,13.9,13.9,11.2,83.31,0,0,,0,0,35.7,20.8,228,1006.2,90.2,6.2,60,0.2,1,,Overcast,cloudy,"EGWU,EGLL,D5621,EGLC"
"London, England, United Kingdom",2024-12-18T11:00:00,13.9,13.9,9.6,74.84,0,0,,0,0,39.1,21.5,244,1007.2,90.2,6.2,76,0.3,1,,Overcast,cloudy,"EGWU,EGLL,D5621,EGLC"
"London, England, United Kingdom",2024-12-18T12:00:00,13.9,13.9,9.6,74.84,0,0,,0,0,40.3,20.1,244,1007.4,90.2,6.2,89,0.3,1,,Overcast,cloudy,"EGWU,EGLL,D5621,EGLC"
"London, England, United Kingdom",2024-12-18T13:00:00,13.9,13.9,9,71.84,0,0,,0,0,35.6,20.5,236,1008,90.2,6.2,50,0.2,1,,Overcast,cloudy,"EGWU,EGLL,D5621,EGLC"
"London, England, United Kingdom",2024-12-18T14:00:00,14,14,9.3,73.34,0,0,,0,0,22.5,14.3,232,1007.8,96.5,8.2,41,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T15:00:00,13.8,13.8,9.3,74.32,0,0,,0,0,22.7,14.7,224,1007.4,79.6,8.9,20,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T16:00:00,13.1,13.1,8.9,75.21,0,0,,0,0,22.5,12.7,224,1006.8,82.4,7.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T17:00:00,12,12,10.2,88.2,0,0,,0,0,20.8,11.4,196,1005.6,96.5,2.8,0,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T18:00:00,12.1,12.1,11.2,93.63,0.002,100,rain,0,0,32.8,16.2,215,1004.6,96.5,5,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T19:00:00,12.8,12.8,11,88.86,0.001,100,rain,0,0,27.4,15.4,195,1002.5,96.5,5.7,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T20:00:00,13,13,10.9,86.54,0.001,100,rain,0,0,28.8,17.5,194,1000.9,96.5,5.6,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T21:00:00,12.8,12.8,11.7,92.43,0.402,100,rain,0,0,32.8,17.1,200,998.9,100,4.3,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T22:00:00,13.6,13.6,12,90.07,0.202,100,rain,0,0,31.1,17.4,227,997.7,100,9.3,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-18T23:00:00,13.1,13.1,11.8,91.8,0.597,100,rain,0,0,30.2,16.1,227,996.5,97.2,8.4,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T00:00:00,13.6,13.6,10.8,83.21,0.004,100,rain,0,0,27.4,17.3,227,995.5,93.7,5.5,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T01:00:00,13.1,13.1,10.1,82.05,0,0,,0,0,28.3,16.5,227,994.9,97.2,8.1,0,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T02:00:00,12.8,12.8,10.1,83.7,0.001,100,rain,0,0,28.6,17.5,282,996.6,100,10,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T03:00:00,8.5,5.3,6.8,89.05,0.993,100,rain,0,0,23.3,14.3,308,998.6,96.5,5.4,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T04:00:00,7.3,4,4.3,81.29,0,0,,0,0,24.2,12.5,304,999.8,100,17.5,0,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T05:00:00,7.5,4.1,4.6,81.88,0,0,,0,0,21.4,13.4,301,1001.2,93.7,12.5,0,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T06:00:00,7.3,3.8,4.1,80.15,0,0,,0,0,20.5,13.5,297,1002.2,77.1,20.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T07:00:00,7.1,3.6,2.9,74.18,0,0,,0,0,20,13.8,301,1003.3,68.6,20.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T08:00:00,6.8,3.5,2.4,73.12,0,0,,0,0,18,12.1,287,1004.7,79.7,19.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T09:00:00,6.1,2.2,2.8,79.4,0,0,,0,0,20.5,14.2,291,1005.9,63.2,19.2,23,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T10:00:00,6.5,2.7,2.1,73.53,0,0,,0,0,24.2,14.6,294,1006.9,56.8,19.2,92,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T11:00:00,7.1,3.5,2,70.07,0,0,,0,0,21.9,14.1,291,1007.5,38.5,17.5,200,0.7,2,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T12:00:00,7.5,3.9,1.4,64.87,0,0,,0,0,22.5,15.2,294,1007.9,55.1,18.3,77,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T13:00:00,7.5,3.9,1.2,63.93,0,0,,0,0,21.9,14.6,299,1008.7,69.1,17.2,53,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T14:00:00,7.5,3.7,1.1,63.49,0,0,,0,0,21.4,16,300,1009.8,72.7,11.9,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T15:00:00,7.1,3.4,0.7,63.39,0,0,,0,0,24.5,14.9,304,1011.1,61.1,20.1,11,0,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T16:00:00,6.8,3.2,1.1,67.06,0,0,,0,0,21.9,13.8,300,1012.6,69.1,20.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T17:00:00,6.3,3.1,1.3,70.41,0,0,,0,0,19.1,10.6,294,1013.7,53.5,18.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T18:00:00,6,2.3,1.6,73.44,0,0,,0,0,17.5,13,297,1015.2,50.7,18.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T19:00:00,5.6,2.2,1.6,75.51,0,0,,0,0,16.4,10.7,293,1016.7,19,16.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T20:00:00,5.1,1.8,2,80.42,0,0,,0,0,16.7,9.9,285,1017.9,0,15.4,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T21:00:00,4.6,1.5,2.1,83.84,0,0,,0,0,14.7,8.6,293,1018.5,0,14,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T22:00:00,5,1.5,2,80.97,0,0,,0,0,11.4,10.5,288,1019.4,0.9,13.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-19T23:00:00,4.5,1.1,1.6,81.47,0,0,,0,0,14.2,9.8,279,1020.1,0,12.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T00:00:00,4.3,1,1.1,79.74,0,0,,0,0,14.7,9,274,1021,0,12.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T01:00:00,3.8,0.9,0.8,80.81,0,0,,0,0,13.3,7.5,267,1021.5,0,12.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T02:00:00,3.6,0.6,1,83.15,0,0,,0,0,13.3,7.5,258,1021.7,0,11.4,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T03:00:00,3.1,0.3,0.8,84.9,0,0,,0,0,10.6,6.7,264,1022.1,0,11.4,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T04:00:00,3.3,0.3,1.1,85.53,0,0,,0,0,11.3,7.4,274,1022.1,9,11.4,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T05:00:00,3,-0.1,1.1,87.35,0,0,,0,0,12.2,7.6,268,1021.7,0.9,11.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T06:00:00,2.6,0,1,89.19,0,0,,0,0,11.6,5.9,235,1021.7,0,11.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T07:00:00,2.6,0,1,89.21,0,0,,0,0,11.3,5.8,224,1021.7,0,10.8,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T08:00:00,2.8,0.2,1.1,88.58,0,0,,0,0,10,5.9,227,1021.5,0,10.8,3,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T09:00:00,3,0.1,1.3,88.6,0,0,,0,0,12.7,6.7,186,1021.3,0,10.3,38,0.1,0,,Clear,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T10:00:00,4.4,1,2.4,86.83,0,0,,0,0,14.7,9.3,227,1020.8,56.9,12,59,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T11:00:00,7,4.6,3.3,77.36,0,0,,0,0,13.3,8.1,217,1020,55.5,11.1,131,0.5,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T12:00:00,8.8,6,4.5,74.45,0,0,,0,0,13.8,12,233,1018.9,60.4,11.2,106,0.4,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T13:00:00,8.6,5.7,4.7,75.99,0,0,,0,0,16.4,12.2,233,1017.9,65.5,14.6,75,0.3,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T14:00:00,9,6.2,5,76.06,0,0,,0,0,16.7,12.2,224,1017,93.7,15.8,34,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T15:00:00,9.1,6.3,5.4,77.15,0,0,,0,0,15.8,12.6,224,1016.4,93.7,15.2,21,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T16:00:00,9.5,6.9,5.7,76.72,0,0,,0,0,15.6,11.8,227,1015.5,77.1,13.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T17:00:00,8.8,6,6.7,86.11,0.198,100,rain,0,0,13.3,11.8,231,1015.3,97.2,8.2,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T18:00:00,9,6.1,7.1,87.9,0.202,100,rain,0,0,23.6,12.7,235,1015.2,96.5,7.6,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T19:00:00,8.8,6.5,6.9,87.33,0.399,100,rain,0,0,15.5,9.2,231,1014.8,96.5,10.8,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T20:00:00,8.8,6.3,7.1,89.12,0,0,,0,0,13.6,10.4,249,1015,56.1,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T21:00:00,7.8,5.2,6.8,93.4,0,0,,0,0,11.9,9.8,266,1015.5,58,13.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T22:00:00,7.5,4.7,6.3,92.12,0,0,,0,0,12.5,10,270,1016,13.3,12.3,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-20T23:00:00,6.6,4.2,5.6,93.34,0,0,,0,0,11.6,7.6,262,1016.1,4.3,11.5,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T00:00:00,5.6,2.9,4.8,94.61,0,0,,0,0,11.6,8.1,266,1016.6,0,9.9,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T01:00:00,5.2,2.3,4.5,95.89,0,0,,0,0,13.6,8,266,1016.8,0.9,11.1,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T02:00:00,4.9,2.1,4.1,95.2,0,0,,0,0,13,7.5,258,1017.1,17.5,10.8,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T03:00:00,5.4,2.5,4.8,96.54,0,0,,0,0,16.1,8.1,255,1017.1,52.5,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T04:00:00,5.6,2.5,4.6,93.28,0,0,,0,0,13.8,9.7,249,1016.5,72.3,11.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T05:00:00,6,3.2,4.6,90.71,0,0,,0,0,13.6,8.8,235,1015.9,72.3,12.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T06:00:00,6.2,3.2,4.9,91.38,0,0,,0,0,13.3,9.4,228,1015.7,68.8,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T07:00:00,7.1,4.3,5.8,91.47,0,0,,0,0,13.6,9.9,222,1014.6,77.1,7.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T08:00:00,7.3,4,6.1,92.1,0.797,100,rain,0,0,16.1,12.6,221,1014.1,93.7,5.4,0,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T09:00:00,7.8,4.4,6.6,92.13,0.202,100,rain,0,0,21.4,14,214,1013.2,93.7,4.9,9,0,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T10:00:00,8.8,5.7,6.9,87.3,0.001,100,rain,0,0,21.9,13.9,226,1012.2,96.5,8.2,21,0.1,0,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T11:00:00,9.8,6.8,7.4,84.47,0,0,,0,0,21.9,15.2,230,1011,100,7.9,24,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T12:00:00,10.6,10.6,8.2,84.55,0.002,100,rain,0,0,26.1,18.1,234,1009.7,96.5,8.5,51,0.2,1,,"Rain, Overcast",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T13:00:00,11.6,11.6,8.9,82.98,0,0,,0,0,25.6,18.2,234,1008.1,96.5,11.4,21,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T14:00:00,12.3,12.3,9.7,83.65,0,0,,0,0,29.7,17.2,240,1007.3,96.5,11.6,43,0.2,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T15:00:00,12.1,12.1,10.3,88.77,0,0,,0,0,26.9,18.9,243,1006.7,96.5,7.4,15,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T16:00:00,12.6,12.6,10.3,85.83,0.002,100,rain,0,0,32.2,16.7,275,1007.1,77.1,17.6,0,0,0,,"Rain, Partially cloudy",rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T17:00:00,11.6,11.6,6.6,71.39,0,0,,0,0,25.9,18.5,268,1007.2,64.3,10.7,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T18:00:00,10.6,10.6,3.7,61.99,0,0,,0,0,20.8,16.1,260,1007.2,5.6,8.4,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T19:00:00,10,10,4.1,66.33,0,0,,0,0,27.4,15.7,254,1006.9,42.7,7.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T20:00:00,10,10,4.4,67.75,0,0,,0,0,25,15.9,248,1006.4,74,7.1,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T21:00:00,9.6,6.1,4.8,72.02,0,0,,0,0,25.3,18.7,253,1006.2,42,7.4,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T22:00:00,9.1,5.7,3.9,69.46,0,0,,0,0,23.1,17.1,253,1005.2,54.7,7.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-21T23:00:00,9,5.4,4.1,70.95,0,0,,0,0,32.4,18,260,1004.8,93.7,6,0,0,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T00:00:00,8.3,5,4,74.36,0,0,,0,0,22.7,14.1,264,1004.9,36.8,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T01:00:00,7.6,3.9,3.6,75.82,0,0,,0,0,20.2,15.6,263,1004.3,30.9,12.3,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T02:00:00,7,3.3,2.8,74.64,0,0,,0,0,22.5,14.7,261,1004.2,10.5,12.6,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T03:00:00,7.3,3.1,2.5,71.59,0,0,,0,0,24.7,19.1,273,1003.7,82.6,12.8,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T04:00:00,6.6,2.3,1.1,68,0,0,,0,0,31.7,18.3,274,1003.8,30,17.5,0,0,0,,Partially cloudy,partly-cloudy-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T05:00:00,5.3,0.8,0.8,72.77,0,0,,0,0,24.5,16.6,274,1003.7,0,19.2,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T06:00:00,4.8,0.1,0.8,75.32,0,0,,0,0,26.1,16.7,267,1004,0,13.7,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T07:00:00,4.6,0.1,0.5,74.75,0,0,,0,0,25,15.3,274,1004.3,13.3,12.3,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T08:00:00,4.8,0.1,-0.1,70.1,0,0,,0,0,25,17.1,267,1004.6,10.5,12.3,0,0,0,,Clear,clear-night,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T09:00:00,5,0,0.1,70.63,0,0,,0,0,30,19.4,267,1004.5,22.4,12.8,19,0.1,0,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T10:00:00,5.5,0.4,0.3,69.21,0,0,,0,0,31.7,21.4,271,1005,10.5,16.3,61,0.2,1,,Clear,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T11:00:00,6.3,1.5,0.5,66.46,0,0,,0,0,25.9,20.9,280,1005.2,59.8,18.3,66,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T12:00:00,6.1,1.4,0.3,66.4,0,0,,0,0,32.2,19.8,287,1005.5,72.7,19.2,139,0.5,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T13:00:00,6.6,2.1,-0.3,61.01,0,0,,0,0,24.4,19.2,287,1005.3,56.8,18.3,63,0.2,1,,Partially cloudy,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-12-22T14:00:00,6.8,2.6,-0.3,60.21,0,0,,0,0,23.6,17.9,290,1006,92.9,16.6,40,0.1,0,,Overcast,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
