name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London, England, United Kingdom",2024-05-12T07:00:00,14.5,14.5,11.6,82.77,0,0,,0,0,8.1,4.3,86,1014.1,44,6.3,89,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T08:00:00,16.1,16.1,12.3,78.67,0,0,,0,0,8.1,6.2,93,1014,37.8,7.3,115,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T09:00:00,17.9,17.9,12.8,72.52,0,0,,0,0,11.4,6.6,106,1013.9,34.6,9.3,475,1.7,5,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T10:00:00,20.4,20.4,13.1,63.3,0,0,,0,0,11.4,5.7,96,1013.4,0,11,640,2.3,6,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T11:00:00,22.5,22.5,13.5,56.77,0,0,,0,0,10.3,4.6,125,1013,0,11,742,2.7,7,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T12:00:00,23.6,23.6,13.3,52.73,0,0,,0,0,12.8,7.3,135,1012.9,0,13.9,791,2.8,8,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T13:00:00,24.6,24.6,12.1,45.91,0,0,,0,0,16.1,9.5,153,1012,20.2,13,736,2.6,7,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T14:00:00,25.2,25.2,11.3,42.03,0,0,,0,0,15,7.7,152,1011.2,0,13.9,163,0.6,2,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T15:00:00,24.7,24.7,11.5,43.85,0,0,,0,0,13.9,8.1,147,1011,5,13,642,2.3,6,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T16:00:00,25.2,25.2,11.3,42.02,0,0,,0,0,11.4,7.4,137,1010.1,0,13.9,95,0.3,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T17:00:00,24.4,24.4,11.3,44.08,0,0,,0,0,12.8,9.7,142,1010,0,13.9,62,0.2,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T18:00:00,23.4,23.4,10.8,45.29,0,0,,0,0,11.4,9.5,141,1009.2,20.2,13,53,0.2,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T19:00:00,22.7,22.7,11.5,49.48,0,0,,0,0,10.3,9.2,161,1009.2,5,13,53,0.2,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T20:00:00,22.2,22.2,12.5,54.44,0,0,,0,0,12.8,9.9,198,1009.6,0,13,21,0.1,0,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T21:00:00,21.3,21.3,8.4,43.3,0,0,,0,0,13.9,9.2,191,1009.7,0,12,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T22:00:00,18.6,18.6,9.9,56.58,0,0,,0,0,9.2,5.6,186,1009.3,11.5,11,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-12T23:00:00,17.3,17.3,10.7,64.78,0,0,,0,0,10.3,6.7,196,1009.7,0,8.7,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T00:00:00,17.3,17.3,11.4,67.9,0,0,,0,0,12.8,6.6,206,1009.6,31,5.8,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T01:00:00,16.3,16.3,11.7,73.79,0,0,,0,0,15,8.9,217,1009.6,31,5.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T02:00:00,15.1,15.1,11.1,77.07,0,0,,0,0,10.3,6.8,215,1009.3,0,4.4,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T03:00:00,14.1,14.1,10.6,79.01,0,0,,0,0,16.1,12.5,211,1009.2,77.7,5.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T04:00:00,13.1,13.1,10.7,84.86,0,0,,0,0,12.8,10.7,225,1009.6,100,6,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T05:00:00,12.8,12.8,10.1,83.69,0,0,,0,0,12.8,9.5,217,1009.2,100,7.8,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T06:00:00,12.6,12.6,9.8,83.09,0,0,,0,0,16.1,9.4,217,1009.2,100,9.7,11,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T07:00:00,12.5,12.5,9.3,80.85,0,0,,0,0,17.2,10.2,217,1009.2,96.2,9.7,58,0.2,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T08:00:00,13.6,13.6,9.6,76.79,0,0,,0,0,19.7,12,217,1009.2,96.2,10.1,123,0.4,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T09:00:00,14.1,14.1,9.6,73.86,0,0,,0,0,18.3,12.3,207,1009.1,96.2,12,179,0.6,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T10:00:00,14.8,14.8,10.4,74.48,0,0,,0,0,12.8,9.9,194,1008.6,100,9.9,169,0.6,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T11:00:00,15.8,15.8,11.3,74.64,0,0,,0,0,13.9,9.4,176,1008.2,96.2,7.9,127,0.5,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T12:00:00,16.8,16.8,12.1,73.84,0,0,,0,0,20.8,11.5,178,1007.6,96.2,6.8,109,0.4,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T13:00:00,16,16,11.7,75.17,0,0,,0,0,17.2,11.8,171,1007.2,96.2,4.9,186,0.7,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T14:00:00,16.7,16.7,12.3,75.73,0,0,,0,0,23,13.8,170,1006.7,93.1,6.6,174,0.6,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T15:00:00,17.1,17.1,11.8,71,0,0,,0,0,21.9,13.1,170,1006.2,96.2,8.9,174,0.6,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T16:00:00,17.3,17.3,11.1,66.52,0,0,,0,0,19.7,13.1,171,1005.7,77.7,10.1,127,0.5,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T17:00:00,17.6,17.6,11.1,65.71,0,0,,0,0,17.2,12,163,1005.2,96.2,11,102,0.4,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T18:00:00,17.8,17.8,10.4,61.55,0,0,,0,0,18.3,11.8,167,1004.7,96.2,10.1,105,0.4,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T19:00:00,17.6,17.6,11.1,65.72,0,0,,0,0,13.9,10.6,158,1004.2,96.2,9.9,47,0.2,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T20:00:00,17.5,17.5,11.6,68.35,0,0,,0,0,12.8,9.6,147,1004.2,100,10.1,26,0.1,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T21:00:00,17.3,17.3,11.4,67.88,0,0,,0,0,9.2,8.1,144,1004.1,96.2,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T22:00:00,17.1,17.1,11.4,68.73,0,0,,0,0,11.4,8.2,134,1003.6,93.1,9.9,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-13T23:00:00,16.8,16.8,11.6,71.45,0,0,,0,0,13.9,8.5,141,1003.2,97,9.7,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T00:00:00,16.8,16.8,11.7,71.47,0,0,,0,0,10.3,6.9,140,1002.6,97,10.1,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T01:00:00,16.6,16.6,11.8,73.33,0,0,,0,0,11.4,6.7,131,1002,65.7,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T02:00:00,16.1,16.1,11.7,74.71,0,0,,0,0,9.2,6.9,143,1001.2,93.1,6.8,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T03:00:00,16,16,11.9,76.19,0,0,,0,0,6.9,6.6,124,1000.2,78.7,5.4,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T04:00:00,15.6,15.6,12.1,79.72,0,0,,0,0,8.1,5.7,129,1000.1,100,5.2,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T05:00:00,14.8,14.8,13.1,89.57,0.796,100,rain,0,0,10.3,7,143,1000.1,93.1,4.1,0,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T06:00:00,14.5,14.5,13.6,94.34,0.996,100,rain,0,0,11.4,7.3,149,1000.1,97,3,7,0,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T07:00:00,14.3,14.3,13.6,95.57,0.799,100,rain,0,0,11.4,6.5,176,999.7,97,6.2,42,0.2,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T08:00:00,14.5,14.5,13.3,92.51,0.398,100,rain,0,0,11.4,7.6,188,1000.2,97,7.9,40,0.1,0,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T09:00:00,14.3,14.3,12.8,90.73,0.399,100,rain,0,0,17.2,7.5,191,1000.3,68.5,6.2,53,0.2,1,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T10:00:00,14.6,14.6,12.6,87.83,0.206,100,rain,0,0,12.8,7.6,174,1000.3,93.1,12,113,0.4,1,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T11:00:00,14.8,14.8,11.1,78.04,0,0,,0,0,12.8,9.3,163,1001,93.1,11,169,0.6,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T12:00:00,15.6,15.6,11.4,75.61,0,0,,0,0,17.2,11.1,166,1001.1,93.1,11,376,1.4,4,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T13:00:00,16.1,16.1,10.5,69.45,0.002,100,rain,0,0,16.1,10.7,164,1001.2,90,11,137,0.5,1,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T14:00:00,16.1,16.1,10.4,68.53,0,0,,0,0,18.3,12.8,167,1001.2,96.2,11,118,0.4,1,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T15:00:00,17.1,17.1,10.4,64.33,0,0,,0,0,16.1,11.7,157,1001.2,96.2,12,334,1.2,3,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T16:00:00,16.5,16.5,10.2,65.91,0,0,,0,0,16.1,11.6,173,1001.2,80.7,12,146,0.5,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T17:00:00,16.6,16.6,10.8,68.62,0,0,,0,0,17.2,10.7,164,1001.2,59.2,11,90,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T18:00:00,16.6,16.6,10.1,65.07,0,0,,0,0,18.3,10.4,143,1001.2,53.1,11,118,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T19:00:00,16.8,16.8,10.6,66.87,0,0,,0,0,17.2,10.5,143,1001.6,77.6,11,63,0.2,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T20:00:00,16.3,16.3,11.3,72.3,0,0,,0,0,18.3,9.3,134,1002.1,74.7,11,21,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T21:00:00,15.3,15.3,11.5,78.09,0,0,,0,0,16.1,10.4,127,1002.2,59.4,10.1,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T22:00:00,14.8,14.8,11.6,81.17,0.001,100,rain,0,0,16.1,10.9,124,1002.3,65.7,6,0,0,0,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-14T23:00:00,14.6,14.6,12.3,86.11,0,0,,0,0,15,10.4,137,1002.7,51.7,6.4,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T00:00:00,14.1,14.1,12.6,90.69,0.597,100,rain,0,0,12.8,8.5,130,1003.1,74.8,6.4,0,0,0,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T01:00:00,14,14,12.8,92.49,0.201,100,rain,0,0,11.4,7.4,130,1003,84.8,6.6,0,0,0,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T02:00:00,14.1,14.1,12.8,91.89,0,0,,0,0,10.3,7,120,1002.3,80.9,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T03:00:00,13.8,13.8,12.6,92.48,0,0,,0,0,11.4,7.4,127,1002.3,97,6.2,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T04:00:00,13.8,13.8,12.5,91.87,0,0,,0,0,9.2,5.5,140,1002.7,97,6.2,0,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T05:00:00,13.8,13.8,12.3,90.68,0,0,,0,0,6.9,4.6,116,1003.1,65.7,6.4,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T06:00:00,13.6,13.6,11.8,88.91,0,0,,0,0,5.8,5.1,124,1003.2,84.8,6,19,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T07:00:00,13.6,13.6,11.8,88.89,0,0,,0,0,9.2,5.4,130,1003.6,65.7,6.8,97,0.3,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T08:00:00,14.1,14.1,11.6,84.94,0,0,,0,0,8.1,5.5,144,1004.2,65.7,7.8,102,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T09:00:00,15.3,15.3,11.4,77.09,0,0,,0,0,10.3,6.7,143,1004.2,49.8,9.9,132,0.5,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T10:00:00,17.6,17.6,11.8,68.83,0,0,,0,0,13.9,8.4,146,1004.6,77.7,11,297,1.1,3,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T11:00:00,17.6,17.6,12,69.71,0,0,,0,0,11.4,7.7,151,1004.6,65.5,12,485,1.7,5,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T12:00:00,19.1,19.1,10.8,58.62,0,0,,0,0,11.4,7.9,161,1004.6,74.6,11,934,3.4,9,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T13:00:00,18.1,18.1,8.9,54.59,0,0,,0,0,11.4,8.9,149,1004.2,62.2,13,167,0.6,2,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T14:00:00,20.8,20.8,9.3,47.75,0,0,,0,0,13.9,9.9,170,1004.2,34.8,14.9,152,0.5,2,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T15:00:00,20.1,20.1,8.8,48.2,0,0,,0,0,10.3,9.6,148,1004.3,59.1,13.9,119,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T16:00:00,20.8,20.8,9.3,47.74,0,0,,0,0,12.8,9.2,153,1004.3,28.6,13.9,125,0.5,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T17:00:00,20.6,20.6,7.7,43.1,0,0,,0,0,10.3,8.1,171,1004.3,14.7,14.9,97,0.3,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T18:00:00,20.3,20.3,7.4,43.02,0,0,,0,0,11.4,8.4,158,1004.6,0,15.9,56,0.2,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T19:00:00,19.1,19.1,6.4,43.27,0,0,,0,0,10.3,8.8,183,1005.1,0,14.9,53,0.2,1,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T20:00:00,18,18,6.7,47.3,0,0,,0,0,5.8,6.2,175,1005.2,0,13,17,0.1,0,,Clear,clear-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T21:00:00,17.1,17.1,7.6,53.61,0,0,,0,0,2.2,4.3,158,1005.6,0,13,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T22:00:00,15.5,15.5,10.8,73.55,0,0,,0,0,3.4,3.4,162,1006.1,0,13,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-15T23:00:00,14.5,14.5,11.6,82.68,0,0,,0,0,5.8,2.2,86,1006.2,0,13.9,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T00:00:00,14.1,14.1,11.8,86,0,0,,0,0,4.7,2.5,25,1006.1,0,13,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T01:00:00,13.1,13.1,11.1,87.63,0,0,,0,0,8.1,2.9,115,1006.1,0,13,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T02:00:00,12.6,12.6,11.8,94.84,0,0,,0,0,4.7,2.2,65,1005.5,11.5,12,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T03:00:00,12.6,12.6,11.8,94.85,0,0,,0,0,4.7,2.7,25,1005.9,0,11,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T04:00:00,12.6,12.6,12.3,98.02,0,0,,0,0,5.8,2.2,72,1005.1,0,9.1,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T05:00:00,12.3,12.3,11.6,95.5,0,0,,0,0,3.4,3,14,1005.1,34.6,4.6,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T06:00:00,12.3,12.3,11.6,95.5,0,0,,0,0,1.1,2.8,30,1005.1,69,0.6,25,0.1,0,,Partially cloudy,fog,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T07:00:00,12.6,12.6,11.6,93.67,0,0,,0,0,5.8,2.5,48,1005.1,96.2,1.6,47,0.2,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T08:00:00,13.6,13.6,12,90.11,0,0,,0,0,3.4,1.8,74,1005.1,42.6,3.8,100,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T09:00:00,14.5,14.5,12.5,87.82,0,0,,0,0,3.4,2.2,80,1005.2,50.4,4.5,104,0.4,1,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T10:00:00,15.1,15.1,13.3,89,0.199,100,rain,0,0,3.4,2.2,103,1005.1,65.7,5.2,146,0.5,1,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T11:00:00,15.6,15.6,11.9,78.17,0,0,,0,0,3.4,1.5,316,1005.1,65.7,6.2,151,0.5,2,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T12:00:00,15.9,15.9,12,78.14,0.199,100,rain,0,0,2.2,1.5,130,1005.1,65.7,6.2,164,0.6,2,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T13:00:00,16.5,16.5,11.8,73.77,0.001,100,rain,0,0,6.9,4.3,210,1005.1,93.1,8.5,271,1,3,,"Rain, Overcast",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T14:00:00,14.7,14.7,13.5,93.01,0,0,,0,0,11.4,6.4,215,1005.1,74.8,7.8,221,0.8,2,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T15:00:00,15.2,15.2,14,93,0.596,100,rain,0,0,9.2,5.1,269,1004.6,74.8,11,227,0.8,2,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T16:00:00,15.6,15.6,13.6,88.32,0,0,,0,0,6.9,4.3,273,1004.1,96.2,13.9,174,0.6,2,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T17:00:00,14.9,14.9,13.1,89.42,0,0,,0,0,12.1,6.3,286,1004,90,6.2,84,0.3,1,,Partially cloudy,partly-cloudy-day,"03680099999,D5621,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T18:00:00,14.6,14.6,13.1,91.14,0,0,,0,0,6.9,3.4,289,1004.2,65.7,13.9,44,0.2,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T19:00:00,14.9,14.9,13.3,90.6,0,0,,0,0,6.9,2.6,202,1004.6,72.3,10.1,21,0.1,0,,Partially cloudy,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T20:00:00,14.7,14.7,12.3,86.03,0,0,,0,0,2.2,5,157,1005.2,93.1,9.1,10,0,0,,Overcast,cloudy,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T21:00:00,14.6,14.6,12,84.39,0,0,,0,0,5.8,6.9,203,1005.2,74.8,13,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T22:00:00,14.2,14.2,12.3,88.88,9.143,100,rain,0,0,6.9,4.1,227,1006,69.5,10.1,0,0,0,,"Rain, Partially cloudy",rain,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-16T23:00:00,13.7,13.7,12.3,91.8,0,0,,0,0,8.1,4.4,205,1006.2,69.5,14.9,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-17T00:00:00,14.1,14.1,11.8,86.04,0,0,,0,0,8.1,4,207,1006.2,69.5,11,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-17T01:00:00,13.5,13.5,11.1,85.42,0,0,,0,0,8.1,4.4,193,1006.6,65.7,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"D5621,03781099999,03672099999,03772099999,03770099999"
"London, England, United Kingdom",2024-05-17T02:00:00,12.1,12.1,10.6,90.54,0,0,,0,0,3.4,3.1,171,1006.7,0,7.9,0,0,0,,Clear,clear-night,"D5621,03781099999,03672099999,03772099999,03770099999"
